date,crop,region,season,pest,temperature,humidity,rainfall,wind_speed,soil_moisture,soil_ph,soil_type,nitrogen,phosphorus,potassium,weather_condition,irrigation_method,previous_crop,days_since_planting,plant_density,pest_presence,severity,recommended_treatment
2022-08-08,Wheat,Northwest,Spring,Spider Mites,29.4,37.2,52.8,24.4,22.2,8.1,Loam,33.1,21.1,169.4,Rainy,None,Soybean,63,61854,1,10,Immediate pesticide application recommended
2020-01-09,Barley,Southeast,Winter,White Grubs,29.7,39.7,37.2,27.9,22.9,7.4,Loam,193.3,16.4,149.8,Sunny,Furrow,Maize,46,67574,1,5,Monitor closely and consider treatment
2023-01-23,Soybean,North,Winter,Stem Borers,31.2,78.5,101.5,27.7,20.2,6.1,Sandy,75.5,27.0,85.6,Windy,Flood,Rice,98,33795,1,10,Immediate pesticide application recommended
2022-02-22,Potato,Northwest,Spring,Armyworms,35.6,55.3,16.5,29.7,55.9,8.4,Clay,101.9,42.5,111.8,Windy,Drip,Rice,95,62169,1,5,Monitor closely and consider treatment
2024-07-25,Potato,Northwest,Summer,Leafhoppers,21.5,71.2,54.6,12.1,11.6,7.1,Loam,33.2,25.3,229.3,Dry,Sprinkler,Rice,77,65497,1,10,Immediate pesticide application recommended
2020-11-18,Potato,East,Summer,Spider Mites,20.4,47.6,93.2,22.2,61.8,6.7,Silt,96.3,79.8,98.3,Rainy,None,Cotton,112,36682,1,8,Immediate pesticide application recommended
2025-07-08,Barley,Northeast,Autumn,White Grubs,32.7,46.7,48.7,26.9,39.5,7.1,Clay,30.3,22.0,59.0,Rainy,Furrow,Tomato,94,77379,1,10,Immediate pesticide application recommended
2022-12-21,Cotton,Northwest,Summer,Root Knot Nematodes,29.9,54.0,26.0,19.6,23.5,6.5,Sandy,166.9,17.3,82.3,Cloudy,Sprinkler,Tomato,103,44437,1,6,Monitor closely and consider treatment
2020-10-30,Tomato,North,Autumn,White Grubs,27.6,49.6,75.9,8.3,78.6,6.7,Peat,151.3,71.6,172.6,Windy,Flood,Potato,102,52871,1,10,Immediate pesticide application recommended
2021-06-04,Sugarcane,Southeast,Spring,Cutworms,26.5,35.3,2.7,9.8,20.5,8.2,Peat,43.4,42.5,228.0,Stormy,Flood,Rice,59,46905,0,0,None
2023-05-29,Barley,West,Autumn,Wireworms,26.9,41.8,40.6,12.6,35.5,6.2,Loam,35.1,91.8,57.4,Sunny,Drip,Potato,36,36490,1,9,Immediate pesticide application recommended
2024-09-23,Potato,South,Autumn,White Grubs,23.9,39.5,144.6,0.4,57.7,8.1,Peat,14.8,73.9,299.7,Windy,Furrow,Barley,84,28158,1,10,Immediate pesticide application recommended
2023-06-04,Cotton,Northeast,Autumn,Armyworms,28.9,78.7,88.2,1.1,24.9,5.3,Chalky,30.3,6.5,155.3,Dry,Sprinkler,Potato,82,44435,1,9,Immediate pesticide application recommended
2023-11-30,Wheat,South,Winter,Aphids,29.3,61.8,38.4,14.2,54.9,7.7,Peat,25.5,72.3,235.7,Cloudy,Furrow,Rice,14,25100,1,10,Immediate pesticide application recommended
2025-06-30,Cotton,North,Spring,Corn Borers,27.6,60.9,69.1,3.3,22.8,5.3,Chalky,56.1,30.0,111.3,Humid,Drip,Sugarcane,127,57537,1,8,Immediate pesticide application recommended
2025-10-13,Soybean,North,Winter,Thrips,23.2,49.8,126.6,18.7,30.5,7.5,Peat,75.5,60.7,298.2,Windy,Sprinkler,Tomato,90,40566,1,9,Immediate pesticide application recommended
2024-12-23,Rice,Southeast,Summer,Corn Borers,28.5,59.9,117.5,1.8,53.9,7.7,Loam,99.7,15.0,111.2,Windy,None,Barley,150,70505,1,10,Immediate pesticide application recommended
2025-09-24,Sugarcane,Northwest,Winter,Hessian Fly,29.0,44.8,61.8,10.1,55.9,8.4,Sandy,164.5,23.3,194.4,Rainy,Furrow,Potato,71,44118,1,8,Immediate pesticide application recommended
2024-07-30,Cotton,Southwest,Winter,Armyworms,27.5,90.6,31.9,10.9,33.1,5.8,Clay,198.7,41.8,285.1,Humid,Furrow,Maize,44,54994,1,7,Monitor closely and consider treatment
2022-04-25,Barley,Central,Spring,Grasshoppers,36.4,32.1,144.7,12.5,27.3,7.2,Loam,35.3,11.9,256.9,Cloudy,Drip,Barley,11,24876,1,1,None
2025-09-19,Barley,North,Winter,Leafhoppers,16.5,53.9,75.9,23.0,45.1,7.7,Silt,31.9,11.1,89.7,Cloudy,Flood,Barley,120,46554,1,10,Immediate pesticide application recommended
2025-12-25,Barley,Northeast,Winter,Thrips,15.8,74.5,128.3,22.6,24.2,7.0,Clay,153.9,29.3,181.9,Humid,Flood,Tomato,15,32846,0,0,None
2020-03-19,Wheat,North,Winter,Hessian Fly,37.8,59.0,20.5,21.8,27.9,5.6,Loam,82.5,55.3,74.4,Stormy,Furrow,Cotton,49,45548,0,0,None
2020-07-31,Tomato,East,Autumn,Flea Beetles,15.4,88.0,138.1,22.0,42.7,5.9,Silt,151.4,93.5,89.6,Windy,Sprinkler,Potato,77,66369,1,9,Immediate pesticide application recommended
2021-05-31,Maize,Southwest,Winter,Thrips,25.1,91.9,38.8,14.8,76.6,6.7,Clay,174.1,10.6,288.3,Dry,Drip,Maize,42,32853,1,7,Monitor closely and consider treatment
2024-02-28,Rice,Central,Summer,Root Knot Nematodes,25.8,46.3,144.8,9.2,55.7,5.5,Sandy,166.6,56.5,294.9,Stormy,Furrow,Rice,37,58376,1,9,Immediate pesticide application recommended
2023-03-02,Tomato,East,Autumn,Leafhoppers,33.4,72.8,116.8,2.2,50.6,8.3,Loam,30.5,14.0,229.2,Humid,Furrow,Soybean,79,44742,1,7,Monitor closely and consider treatment
2025-11-06,Barley,East,Autumn,Root Knot Nematodes,39.7,87.8,101.7,7.9,28.3,8.1,Loam,121.2,80.0,162.5,Rainy,Drip,Rice,143,26393,1,4,Preventive measures recommended
2022-11-16,Tomato,Northeast,Spring,Grasshoppers,34.5,75.5,13.3,18.6,71.2,7.4,Silt,107.1,34.6,271.8,Humid,Sprinkler,Tomato,14,65033,1,9,Immediate pesticide application recommended
2022-07-23,Maize,North,Summer,Corn Borers,35.4,94.3,112.3,1.0,24.4,5.1,Peat,46.1,10.8,175.4,Windy,Sprinkler,Potato,119,53619,0,0,None
2020-08-19,Rice,Southwest,Autumn,White Grubs,33.7,91.4,34.0,15.9,32.3,6.7,Loam,115.8,8.4,108.3,Sunny,Furrow,Maize,52,21828,1,9,Immediate pesticide application recommended
2021-07-27,Soybean,Southwest,Summer,Grasshoppers,21.8,56.3,14.4,28.6,70.8,5.2,Loam,41.6,60.2,108.1,Cloudy,Flood,Wheat,34,27293,1,8,Immediate pesticide application recommended
2023-05-11,Potato,East,Summer,Stem Borers,15.2,82.0,63.6,19.3,30.1,5.5,Sandy,138.3,47.8,108.8,Sunny,Drip,Tomato,133,77570,1,10,Immediate pesticide application recommended
2020-12-02,Soybean,Northwest,Winter,Armyworms,22.1,77.8,27.5,10.2,62.1,7.3,Peat,61.4,16.6,60.6,Windy,Drip,Sugarcane,133,48540,1,9,Immediate pesticide application recommended
2023-08-01,Tomato,West,Winter,Stem Borers,34.7,46.1,81.5,2.7,42.5,5.6,Chalky,50.1,39.8,240.3,Cloudy,None,Cotton,10,51665,1,7,Monitor closely and consider treatment
2024-06-14,Potato,South,Winter,Flea Beetles,22.0,62.8,130.4,29.0,54.6,6.2,Silt,141.8,36.9,206.4,Sunny,Sprinkler,Wheat,82,55756,1,9,Immediate pesticide application recommended
2025-09-16,Tomato,Southeast,Spring,Leafhoppers,25.5,70.2,118.3,24.3,79.5,5.3,Peat,103.7,54.5,251.1,Sunny,Furrow,Barley,21,34823,1,9,Immediate pesticide application recommended
2020-12-05,Maize,Southeast,Autumn,Root Knot Nematodes,39.6,88.5,59.3,26.3,12.3,6.1,Silt,148.1,26.0,99.6,Stormy,Flood,Sugarcane,129,39563,0,0,None
2022-02-16,Rice,Southeast,Spring,Root Knot Nematodes,30.4,94.3,20.2,10.7,31.8,8.1,Chalky,58.5,38.6,85.7,Windy,Sprinkler,Wheat,109,71421,1,10,Immediate pesticide application recommended
2020-06-13,Wheat,Northwest,Spring,Hessian Fly,25.9,55.4,26.6,4.0,72.8,5.2,Sandy,28.9,28.3,288.2,Rainy,Flood,Rice,125,64739,1,10,Immediate pesticide application recommended
2021-03-17,Rice,Southwest,Spring,Spider Mites,31.9,75.7,117.0,24.9,28.8,7.4,Peat,35.6,53.5,203.2,Dry,Drip,Barley,111,55705,1,7,Monitor closely and consider treatment
2025-02-02,Sugarcane,Northwest,Spring,Wireworms,28.3,78.7,26.1,3.2,26.8,6.1,Sandy,114.1,88.7,156.5,Rainy,Drip,Cotton,73,24389,1,10,Immediate pesticide application recommended
2023-08-08,Barley,Southeast,Summer,Root Knot Nematodes,17.1,75.4,72.9,5.8,51.5,6.9,Silt,26.9,65.8,241.8,Cloudy,Drip,Maize,54,27410,1,7,Monitor closely and consider treatment
2025-02-17,Wheat,Southwest,Winter,Spider Mites,33.9,89.3,66.3,7.3,37.9,5.9,Loam,10.2,66.8,60.6,Stormy,None,Wheat,46,76678,1,7,Monitor closely and consider treatment
2023-06-22,Barley,West,Autumn,Hessian Fly,16.8,72.9,139.6,2.2,39.1,7.6,Peat,136.9,26.5,90.8,Stormy,Flood,Barley,31,20279,1,10,Immediate pesticide application recommended
2023-03-18,Cotton,Northwest,Summer,Root Knot Nematodes,37.7,40.5,122.3,5.9,11.9,6.8,Clay,70.5,9.1,295.1,Stormy,Furrow,Soybean,96,36627,1,10,Immediate pesticide application recommended
2020-10-01,Barley,Northeast,Spring,Aphids,24.8,46.6,27.6,15.5,52.4,6.7,Chalky,83.6,21.0,160.5,Cloudy,Drip,Soybean,22,79463,1,9,Immediate pesticide application recommended
2024-12-16,Maize,Southwest,Summer,Grasshoppers,34.4,50.3,17.0,15.9,74.1,8.2,Peat,57.4,73.4,57.6,Sunny,Flood,Cotton,141,61601,1,7,Monitor closely and consider treatment
2020-09-10,Potato,North,Summer,Root Knot Nematodes,35.0,90.5,0.6,7.0,40.8,7.0,Peat,184.0,89.7,209.3,Stormy,Furrow,Rice,136,52305,1,8,Immediate pesticide application recommended
2024-11-15,Potato,North,Summer,Armyworms,39.1,30.4,85.5,2.7,38.5,7.2,Silt,141.0,79.6,198.3,Rainy,None,Potato,24,78540,1,9,Immediate pesticide application recommended
2022-02-26,Soybean,South,Summer,Japanese Beetles,19.0,83.7,145.9,19.1,29.7,7.1,Silt,75.1,69.2,186.2,Windy,Drip,Cotton,33,45700,1,10,Immediate pesticide application recommended
2024-09-27,Tomato,West,Autumn,Grasshoppers,33.1,49.6,40.9,11.8,10.8,8.4,Silt,111.1,78.5,114.5,Cloudy,Furrow,Tomato,76,27556,1,10,Immediate pesticide application recommended
2022-05-19,Potato,Southeast,Winter,Wireworms,39.3,62.1,98.6,0.5,31.1,8.1,Chalky,154.2,56.0,275.0,Stormy,Furrow,Wheat,12,45413,1,8,Immediate pesticide application recommended
2022-01-04,Barley,Central,Autumn,Wireworms,30.5,50.7,57.8,29.0,17.8,5.4,Chalky,18.2,35.4,149.6,Windy,Sprinkler,Rice,130,69827,1,6,Monitor closely and consider treatment
2024-04-02,Wheat,West,Summer,Flea Beetles,33.8,93.4,92.9,3.3,16.2,7.7,Peat,133.6,20.4,113.3,Rainy,Furrow,Potato,95,79795,1,10,Immediate pesticide application recommended
2022-07-31,Soybean,Northeast,Spring,Aphids,20.3,70.9,115.6,26.6,61.6,7.0,Peat,137.9,51.1,106.7,Rainy,Flood,Tomato,21,58446,1,10,Immediate pesticide application recommended
2024-02-11,Potato,West,Spring,Boll Weevils,39.8,94.0,87.9,1.0,37.7,8.3,Silt,64.8,99.9,71.1,Rainy,Drip,Cotton,84,30629,1,10,Immediate pesticide application recommended
2020-06-08,Wheat,Northwest,Autumn,Leafhoppers,38.7,70.2,34.5,11.5,60.5,6.0,Silt,177.1,20.7,116.1,Stormy,Furrow,Rice,36,27045,1,9,Immediate pesticide application recommended
2023-12-04,Potato,Northwest,Winter,Leafhoppers,30.5,78.4,112.8,0.3,55.6,7.2,Loam,108.4,41.0,249.4,Humid,Flood,Cotton,117,42375,1,8,Immediate pesticide application recommended
2022-11-15,Maize,Southwest,Winter,Cutworms,26.0,43.9,91.1,26.5,51.7,6.6,Silt,161.4,76.1,141.8,Cloudy,None,Barley,85,53220,1,10,Immediate pesticide application recommended
2022-12-19,Soybean,North,Summer,Aphids,24.2,36.9,148.2,2.6,21.8,6.7,Peat,174.4,38.8,242.1,Dry,Flood,Sugarcane,145,76247,1,10,Immediate pesticide application recommended
2021-11-09,Sugarcane,North,Winter,Stem Borers,15.4,90.4,124.4,28.1,65.6,8.1,Peat,48.6,35.3,128.8,Windy,None,Maize,114,24435,1,6,Monitor closely and consider treatment
2025-01-26,Tomato,East,Winter,White Grubs,16.3,80.4,135.7,22.9,67.8,7.1,Peat,178.7,52.2,297.1,Sunny,Furrow,Potato,126,48772,1,10,Immediate pesticide application recommended
2024-03-24,Cotton,Northwest,Spring,Grasshoppers,36.0,86.1,26.3,5.9,11.1,5.5,Peat,60.1,73.5,168.9,Dry,Furrow,Maize,106,34602,1,10,Immediate pesticide application recommended
2021-01-17,Potato,East,Winter,Boll Weevils,17.8,80.5,113.7,9.2,33.0,5.8,Clay,164.6,76.0,202.3,Windy,Drip,Potato,71,43435,1,8,Immediate pesticide application recommended
2025-07-22,Maize,Southwest,Winter,Flea Beetles,16.1,42.2,15.1,16.7,35.1,6.6,Chalky,122.9,67.6,212.1,Cloudy,Drip,Sugarcane,148,79048,0,0,None
2025-03-31,Maize,Central,Summer,Flea Beetles,22.9,31.1,134.9,27.7,13.6,5.0,Sandy,165.1,33.6,278.6,Cloudy,Sprinkler,Wheat,46,34134,1,8,Immediate pesticide application recommended
2021-12-04,Barley,Central,Autumn,Stem Borers,36.4,37.7,14.6,9.7,54.5,7.5,Silt,177.4,56.4,148.4,Sunny,Drip,Sugarcane,76,66381,1,8,Immediate pesticide application recommended
2021-03-12,Wheat,Southeast,Autumn,Cutworms,37.6,92.7,45.0,15.9,54.2,5.6,Loam,20.1,87.4,183.9,Cloudy,Furrow,Tomato,110,41175,1,10,Immediate pesticide application recommended
2023-04-03,Soybean,South,Summer,Whiteflies,18.6,69.9,70.4,26.9,46.4,8.3,Sandy,77.1,96.9,268.8,Rainy,Furrow,Wheat,18,71476,1,7,Monitor closely and consider treatment
2024-12-02,Soybean,Central,Autumn,Leafhoppers,34.3,67.7,60.2,19.1,61.3,5.1,Silt,27.1,14.0,108.0,Dry,Flood,Barley,37,27631,1,8,Immediate pesticide application recommended
2020-01-21,Tomato,North,Autumn,Flea Beetles,15.4,61.4,149.5,10.5,77.3,5.4,Loam,42.9,73.8,175.3,Rainy,Flood,Maize,145,72570,1,9,Immediate pesticide application recommended
2020-04-02,Cotton,West,Winter,Thrips,32.1,69.5,129.2,12.9,13.6,7.0,Loam,192.2,6.4,110.1,Stormy,Sprinkler,Cotton,95,72475,1,8,Immediate pesticide application recommended
2021-07-14,Potato,Southwest,Winter,Whiteflies,21.0,72.2,7.0,5.1,38.6,6.2,Silt,76.0,15.3,140.2,Windy,None,Sugarcane,17,64481,1,10,Immediate pesticide application recommended
2020-10-16,Wheat,West,Summer,Flea Beetles,19.1,34.5,132.0,9.9,34.5,8.1,Sandy,144.5,76.8,220.5,Sunny,Drip,Potato,18,79111,1,8,Immediate pesticide application recommended
2024-01-06,Cotton,Southwest,Winter,Thrips,25.2,74.4,24.8,16.2,18.9,6.9,Peat,56.3,48.0,217.0,Cloudy,None,Maize,148,73156,1,10,Immediate pesticide application recommended
2022-08-20,Tomato,Northwest,Summer,Whiteflies,27.8,86.0,99.4,15.3,31.9,8.4,Sandy,162.2,41.2,91.7,Humid,Drip,Soybean,50,72793,1,7,Monitor closely and consider treatment
2020-12-22,Cotton,Southeast,Summer,Corn Borers,31.1,68.6,137.8,23.0,47.8,8.2,Chalky,122.6,85.7,260.2,Humid,None,Sugarcane,89,39688,1,10,Immediate pesticide application recommended
2024-01-03,Sugarcane,North,Summer,Grasshoppers,26.7,61.9,69.0,25.1,32.3,6.6,Sandy,48.1,28.9,215.1,Stormy,None,Tomato,139,20434,1,10,Immediate pesticide application recommended
2022-11-17,Wheat,North,Autumn,Boll Weevils,16.1,38.3,129.5,25.4,34.3,6.2,Clay,187.9,7.5,195.1,Windy,Sprinkler,Tomato,134,40461,0,0,None
2022-07-13,Rice,East,Spring,Cutworms,34.7,91.9,53.4,13.1,57.0,8.4,Sandy,179.3,68.4,264.2,Windy,Drip,Rice,135,43648,1,8,Immediate pesticide application recommended
2022-04-15,Cotton,Central,Spring,Stem Borers,19.4,71.0,132.8,19.0,56.5,5.4,Peat,136.3,48.2,212.9,Rainy,Furrow,Maize,27,23640,1,6,Monitor closely and consider treatment
2023-06-14,Sugarcane,Southeast,Summer,Wireworms,29.0,39.6,59.4,11.2,61.5,7.5,Chalky,182.7,65.0,128.6,Rainy,Drip,Rice,101,31214,1,10,Immediate pesticide application recommended
2024-07-18,Potato,Central,Autumn,Flea Beetles,33.7,38.6,26.7,22.8,63.9,7.8,Clay,65.7,87.3,230.7,Stormy,Sprinkler,Sugarcane,24,51541,1,10,Immediate pesticide application recommended
2022-01-09,Cotton,Central,Summer,Grasshoppers,17.7,76.2,103.6,9.4,61.5,6.9,Peat,116.3,39.9,79.2,Sunny,Flood,Tomato,136,29290,1,8,Immediate pesticide application recommended
2025-01-20,Tomato,West,Winter,Aphids,15.1,94.8,31.6,19.7,74.9,7.1,Clay,161.8,97.8,265.1,Humid,Drip,Soybean,95,49191,1,8,Immediate pesticide application recommended
2025-12-26,Maize,West,Summer,Stem Borers,36.0,85.5,126.9,17.9,43.4,6.1,Clay,10.6,77.6,119.2,Humid,Flood,Tomato,97,52778,1,9,Immediate pesticide application recommended
2024-02-10,Rice,Northwest,Spring,Corn Borers,38.2,30.1,140.9,13.6,17.1,7.4,Clay,180.2,46.6,222.8,Rainy,Drip,Sugarcane,137,59931,1,7,Monitor closely and consider treatment
2024-10-13,Maize,North,Summer,Spider Mites,22.0,59.0,0.8,9.1,41.2,7.2,Peat,131.1,60.5,123.3,Sunny,Sprinkler,Wheat,40,75599,1,10,Immediate pesticide application recommended
2022-04-14,Maize,Southwest,Autumn,Cutworms,28.9,78.7,1.8,8.3,67.7,6.8,Sandy,87.6,93.4,72.4,Cloudy,Sprinkler,Potato,10,74482,1,10,Immediate pesticide application recommended
2023-03-01,Barley,Northwest,Autumn,Whiteflies,20.3,70.8,4.2,17.8,77.0,7.8,Peat,75.7,18.1,166.3,Cloudy,Drip,Cotton,147,61394,1,9,Immediate pesticide application recommended
2025-02-11,Cotton,South,Spring,Thrips,25.3,39.7,136.6,23.8,45.8,6.3,Sandy,95.2,90.7,96.2,Stormy,None,Potato,31,38508,1,10,Immediate pesticide application recommended
2021-07-24,Maize,North,Winter,Root Knot Nematodes,15.1,66.4,36.7,18.9,29.7,5.3,Silt,106.0,58.6,163.1,Stormy,Flood,Rice,89,79948,1,7,Monitor closely and consider treatment
2025-02-11,Soybean,Southwest,Winter,Hessian Fly,18.3,42.8,21.3,20.8,47.0,6.5,Silt,161.7,36.0,192.0,Dry,Sprinkler,Sugarcane,43,42664,1,9,Immediate pesticide application recommended
2025-06-29,Rice,Southwest,Summer,Boll Weevils,35.1,87.5,113.7,25.3,34.2,6.2,Loam,189.4,91.9,187.1,Cloudy,None,Potato,125,35442,1,9,Immediate pesticide application recommended
2025-05-10,Sugarcane,Northwest,Winter,Flea Beetles,18.8,71.6,6.4,11.4,66.5,6.0,Loam,186.9,95.8,254.0,Stormy,Flood,Barley,88,32946,1,10,Immediate pesticide application recommended
2020-12-08,Cotton,Central,Winter,Whiteflies,35.9,62.0,61.0,18.4,56.0,7.6,Sandy,137.0,75.8,218.6,Humid,None,Sugarcane,102,51231,1,9,Immediate pesticide application recommended
2021-12-04,Cotton,Southeast,Autumn,Hessian Fly,15.8,94.5,124.3,20.1,77.7,7.1,Chalky,20.7,58.1,119.3,Dry,Drip,Maize,22,69997,1,5,Monitor closely and consider treatment
2020-04-04,Soybean,Southwest,Spring,Leafhoppers,27.6,60.9,45.3,16.2,27.4,5.9,Loam,153.9,37.5,62.8,Cloudy,Furrow,Sugarcane,22,61057,1,7,Monitor closely and consider treatment
2023-07-13,Wheat,Central,Spring,Boll Weevils,39.0,78.5,64.3,9.0,19.1,7.2,Chalky,106.9,69.4,109.3,Humid,Flood,Potato,68,51318,0,0,None
2025-01-19,Maize,Central,Summer,Stem Borers,19.3,69.6,7.7,16.5,14.5,5.6,Chalky,31.5,37.9,135.9,Humid,Sprinkler,Maize,103,37150,1,9,Immediate pesticide application recommended
2022-04-13,Maize,North,Summer,Thrips,30.1,74.7,44.2,18.1,64.3,6.2,Peat,109.8,18.9,55.9,Stormy,Sprinkler,Wheat,31,67043,1,7,Monitor closely and consider treatment
2021-07-20,Wheat,South,Autumn,Cutworms,39.3,77.3,87.8,21.0,59.7,7.7,Sandy,22.8,44.2,123.8,Humid,Drip,Rice,127,32081,1,10,Immediate pesticide application recommended
2020-07-23,Sugarcane,Central,Spring,Japanese Beetles,19.5,49.8,95.9,17.4,70.8,7.8,Loam,193.5,61.7,224.6,Humid,Furrow,Wheat,12,61558,0,0,None
2022-08-09,Tomato,Central,Summer,Hessian Fly,36.0,76.7,75.0,8.2,71.4,7.7,Loam,169.2,18.4,128.7,Cloudy,None,Tomato,79,49384,1,9,Immediate pesticide application recommended
2020-09-13,Maize,East,Summer,Root Knot Nematodes,22.1,74.6,11.7,12.3,44.1,7.7,Silt,179.5,37.0,181.9,Dry,Furrow,Potato,132,72248,1,10,Immediate pesticide application recommended
2022-01-04,Cotton,West,Spring,Flea Beetles,36.9,49.3,76.2,6.9,46.0,7.4,Silt,26.2,87.7,198.4,Cloudy,Sprinkler,Soybean,129,67749,1,10,Immediate pesticide application recommended
2025-05-30,Sugarcane,Northeast,Spring,Armyworms,23.4,87.5,77.8,12.0,73.4,5.3,Sandy,99.9,67.0,202.1,Windy,Sprinkler,Wheat,19,66083,1,6,Monitor closely and consider treatment
2024-04-12,Wheat,Southeast,Autumn,Wireworms,29.6,74.5,38.4,25.0,41.5,8.5,Clay,14.4,41.1,95.1,Humid,Flood,Soybean,47,49596,1,10,Immediate pesticide application recommended
2022-02-11,Potato,West,Autumn,Root Knot Nematodes,37.0,43.7,24.1,26.3,35.3,6.5,Chalky,52.0,45.4,107.8,Rainy,Drip,Soybean,55,62028,1,10,Immediate pesticide application recommended
2022-04-11,Rice,Southeast,Winter,Cutworms,22.8,62.9,38.9,28.0,46.5,5.6,Chalky,61.8,12.9,57.0,Windy,Drip,Sugarcane,123,43834,1,10,Immediate pesticide application recommended
2021-10-20,Barley,West,Autumn,Hessian Fly,19.3,81.6,47.4,6.7,77.9,7.8,Peat,129.8,71.2,297.8,Windy,Furrow,Wheat,80,40936,1,7,Monitor closely and consider treatment
2022-02-09,Maize,Northeast,Summer,Whiteflies,31.7,72.7,112.2,3.3,76.1,6.9,Peat,133.4,8.3,290.2,Humid,Sprinkler,Cotton,126,32984,1,10,Immediate pesticide application recommended
2025-05-08,Tomato,South,Summer,Hessian Fly,38.2,44.3,139.7,22.1,11.3,5.8,Silt,88.5,60.4,225.3,Sunny,Sprinkler,Soybean,97,36289,1,9,Immediate pesticide application recommended
2024-01-17,Barley,North,Summer,Hessian Fly,30.9,89.9,121.9,6.6,65.9,8.3,Loam,36.1,98.0,56.2,Humid,Drip,Maize,49,39209,1,10,Immediate pesticide application recommended
2022-12-13,Soybean,North,Autumn,Grasshoppers,33.4,64.4,97.6,21.0,44.6,7.1,Silt,170.8,34.7,180.8,Windy,Sprinkler,Wheat,71,35083,1,7,Monitor closely and consider treatment
2020-03-29,Wheat,Northeast,Spring,Stem Borers,15.6,61.4,63.7,12.8,24.6,8.3,Sandy,10.7,89.7,234.2,Sunny,Sprinkler,Maize,93,26280,0,0,None
2025-12-09,Potato,South,Autumn,Spider Mites,31.1,38.3,68.6,14.0,66.2,8.2,Peat,25.6,34.8,124.6,Rainy,Furrow,Wheat,78,61553,1,10,Immediate pesticide application recommended
2020-08-09,Wheat,Central,Summer,Cutworms,25.7,77.0,43.0,27.4,41.9,7.8,Chalky,58.6,70.9,151.3,Windy,Flood,Cotton,110,40024,1,10,Immediate pesticide application recommended
2020-04-20,Rice,East,Autumn,Spider Mites,18.8,42.0,69.7,10.3,40.9,6.6,Clay,36.6,22.2,262.0,Stormy,Sprinkler,Cotton,69,53468,1,8,Immediate pesticide application recommended
2021-11-24,Potato,Southwest,Spring,Boll Weevils,39.2,34.3,124.6,14.7,10.4,5.9,Sandy,87.5,34.8,140.6,Stormy,Flood,Wheat,99,66890,1,7,Monitor closely and consider treatment
2021-01-11,Soybean,Central,Spring,White Grubs,34.0,81.6,12.6,21.1,43.8,5.5,Loam,60.3,9.3,140.1,Sunny,Furrow,Cotton,101,52517,1,10,Immediate pesticide application recommended
2020-02-24,Sugarcane,Southeast,Summer,Flea Beetles,33.3,69.3,101.8,26.0,71.2,8.0,Chalky,39.1,28.9,175.6,Dry,Sprinkler,Soybean,114,36123,1,9,Immediate pesticide application recommended
2022-09-08,Sugarcane,South,Winter,Cutworms,39.4,52.6,62.8,0.2,60.4,6.4,Clay,29.6,97.0,244.4,Stormy,None,Cotton,120,35561,1,7,Monitor closely and consider treatment
2020-06-19,Maize,North,Spring,Wireworms,33.0,43.4,104.6,0.4,18.8,6.5,Clay,12.3,48.9,180.7,Humid,Flood,Wheat,84,30082,1,10,Immediate pesticide application recommended
2020-08-28,Cotton,Southwest,Winter,Whiteflies,15.6,65.1,117.7,2.1,38.9,6.1,Loam,183.6,22.7,129.6,Stormy,Furrow,Potato,127,77492,1,10,Immediate pesticide application recommended
2020-09-01,Soybean,West,Summer,Thrips,15.8,94.0,123.7,19.0,14.3,5.3,Peat,113.5,32.1,205.7,Sunny,Drip,Wheat,37,22892,0,0,None
2024-05-14,Soybean,Southeast,Spring,Armyworms,36.0,48.3,86.7,23.3,44.4,7.9,Sandy,34.9,74.7,285.7,Windy,None,Maize,134,74464,1,5,Monitor closely and consider treatment
2024-09-19,Tomato,Southwest,Spring,Grasshoppers,31.0,65.9,6.1,22.6,68.0,8.2,Loam,113.7,48.0,269.0,Sunny,Furrow,Rice,108,35930,1,7,Monitor closely and consider treatment
2025-10-29,Tomato,South,Winter,Whiteflies,24.3,35.6,3.2,12.8,43.7,7.9,Chalky,88.7,31.7,165.5,Humid,None,Cotton,32,54566,1,9,Immediate pesticide application recommended
2024-09-25,Cotton,Southeast,Spring,Spider Mites,23.0,30.8,33.0,23.6,26.4,5.4,Clay,190.3,64.1,65.0,Windy,None,Sugarcane,95,46231,1,8,Immediate pesticide application recommended
2024-02-26,Tomato,East,Winter,White Grubs,16.7,44.6,139.4,17.2,40.8,5.9,Peat,35.4,43.3,280.6,Cloudy,Drip,Wheat,132,30229,1,7,Monitor closely and consider treatment
