date,crop,region,season,yield_prediction,global_demand,weather_impact,economic_condition,supply_index,demand_index,inventory_level,export_demand,production_cost,days_to_harvest,fertilizer_usage,irrigation_usage,price_per_ton
2024-12-19,Wheat,North,Winter,4.97,medium,poor,stable,51.2,64.99,49.11,57.96,90.41,136,medium,low,550.95
2024-08-17,Wheat,West,Summer,3.21,low,normal,recession,56.63,59.63,70.39,65.89,87.53,44,low,low,124.56
2025-09-08,Barley,West,Summer,7.06,low,poor,recession,79.92,75.22,42.62,73.03,118.66,58,high,medium,184.24
2024-03-27,Wheat,Southeast,Autumn,7.23,medium,excellent,growth,57.27,81.56,17.1,27.13,143.53,112,medium,high,212.98
2020-11-20,Cotton,Northeast,Summer,5.56,high,normal,stable,39.18,58.33,16.61,62.15,1309.58,69,high,medium,3718.29
2023-11-14,Cotton,South,Autumn,7.96,low,normal,growth,69.78,78.91,56.88,89.26,1279.22,147,medium,medium,1521.42
2024-04-07,Tomato,West,Autumn,4.64,low,normal,growth,52.01,70.93,51.32,64.05,94.3,169,low,high,237.79
2022-02-07,Potato,South,Summer,6.87,medium,normal,stable,75.77,37.12,27.19,21.87,91.19,138,high,medium,147.62
2020-07-31,Tea,West,Autumn,2.57,high,excellent,growth,77.96,84.28,37.42,59.42,1959.08,141,high,medium,4077.21
2025-02-07,Potato,Southwest,Summer,5.97,medium,excellent,stable,48.5,81.23,41.7,89.89,90.06,41,high,low,396.8
2023-07-31,Coffee,South,Winter,1.77,low,normal,stable,48.11,31.53,64.76,23.69,1686.22,108,high,medium,1743.62
2023-01-29,Maize,West,Winter,5.39,high,excellent,stable,54.95,78.17,30.67,38.61,125.65,65,medium,high,232.0
2020-05-31,Rice,Northwest,Winter,3.73,low,normal,stable,38.16,34.02,65.15,67.31,202.36,174,high,high,276.64
2022-08-29,Rice,North,Summer,5.97,high,normal,recession,84.55,80.44,45.78,67.64,202.73,44,high,high,471.92
2021-02-03,Tea,East,Spring,5.53,low,excellent,growth,45.45,56.08,24.67,22.67,1782.81,146,low,low,1905.83
2023-04-03,Rice,Northeast,Spring,5.66,high,poor,growth,40.27,33.4,46.33,77.31,127.05,100,medium,high,1025.15
2023-04-28,Maize,Central,Autumn,3.45,medium,excellent,recession,69.81,37.84,26.52,57.48,155.32,68,low,low,122.16
2020-04-23,Cotton,Southeast,Winter,3.8,low,excellent,recession,83.84,34.31,49.63,79.23,1429.31,84,high,medium,722.66
2022-01-17,Tomato,East,Autumn,5.89,low,excellent,recession,52.8,54.71,34.62,62.25,133.94,128,low,medium,88.03
2022-09-02,Tea,Southwest,Spring,6.02,medium,poor,recession,84.97,85.25,59.28,64.58,1697.29,43,high,medium,2969.47
2022-05-29,Cotton,Southwest,Autumn,2.28,low,excellent,stable,37.42,59.14,21.16,60.39,1121.13,70,low,low,1508.36
2025-02-07,Tomato,Central,Summer,1.4,medium,poor,stable,36.8,39.22,79.29,44.11,89.2,101,medium,low,432.7
2020-03-16,Barley,West,Summer,1.37,high,poor,growth,68.12,69.13,22.28,84.35,154.05,174,high,medium,1378.32
2020-02-07,Maize,Central,Autumn,4.21,low,normal,recession,50.91,79.06,17.65,49.07,102.8,52,low,high,159.93
2025-12-22,Potato,Northwest,Spring,4.28,high,excellent,recession,81.68,43.09,17.2,63.25,116.08,90,high,medium,256.63
2023-01-06,Barley,East,Winter,2.54,medium,excellent,growth,51.67,45.58,16.48,59.22,68.97,86,medium,medium,244.23
2024-01-18,Cotton,Central,Winter,7.76,medium,poor,stable,50.48,71.71,66.73,39.54,1213.86,62,medium,medium,2016.66
2021-07-12,Barley,Northeast,Autumn,7.95,medium,excellent,recession,31.24,43.02,64.6,33.59,142.81,103,medium,low,105.72
2024-11-27,Sugarcane,Southeast,Winter,6.99,low,normal,growth,87.55,58.45,77.98,48.81,20.45,93,high,low,22.83
2020-07-01,Maize,Central,Summer,4.21,medium,excellent,recession,64.02,54.98,46.73,86.68,109.98,65,low,medium,168.22
2023-09-18,Tea,South,Summer,2.77,medium,poor,growth,75.52,50.26,67.13,23.98,1398.27,93,high,low,3334.51
2021-10-30,Maize,Northwest,Autumn,7.1,high,poor,stable,60.98,47.72,60.46,63.68,139.96,144,medium,low,272.15
2025-11-09,Coffee,South,Summer,5.51,high,excellent,recession,40.02,70.22,37.41,52.42,1901.96,86,medium,low,3243.48
2023-01-31,Coffee,South,Summer,3.54,medium,normal,growth,35.68,57.21,51.79,48.53,1238.33,92,high,high,3344.72
2021-08-03,Cotton,Northwest,Spring,6.74,medium,poor,recession,31.78,47.74,66.82,84.44,911.07,52,medium,high,2693.32
2020-05-22,Maize,North,Winter,2.55,high,excellent,growth,80.77,84.2,25.6,24.15,69.03,113,high,low,260.89
2022-06-20,Wheat,Central,Autumn,2.83,low,normal,stable,75.69,60.6,41.89,60.89,186.28,85,medium,medium,141.69
2021-04-02,Soybean,West,Summer,7.49,high,excellent,stable,42.8,80.27,58.86,21.01,187.11,180,low,medium,353.25
2024-04-03,Maize,North,Spring,5.24,medium,excellent,recession,60.14,61.68,26.24,67.25,86.64,72,medium,medium,140.48
2022-09-19,Barley,Northeast,Summer,5.7,medium,excellent,recession,35.42,42.33,24.03,27.59,88.84,159,medium,high,126.51
2021-11-08,Tea,Northwest,Spring,5.25,low,excellent,recession,73.93,69.62,43.26,23.67,2338.51,78,high,medium,1119.61
2021-03-12,Wheat,North,Spring,7.39,high,poor,recession,71.87,43.08,32.11,22.11,151.59,138,low,high,191.95
2023-02-22,Cotton,Southwest,Winter,5.29,high,normal,stable,73.53,30.66,67.25,71.71,666.8,114,medium,medium,2869.87
2020-03-27,Tomato,Southeast,Spring,4.47,medium,poor,growth,36.91,35.24,64.7,30.92,77.21,109,medium,high,284.08
2022-06-10,Barley,Central,Autumn,6.82,medium,excellent,recession,66.73,66.28,43.55,59.83,132.19,86,low,high,101.5
2023-06-30,Sugarcane,Northeast,Winter,1.78,high,normal,recession,51.87,40.72,33.2,86.59,32.08,115,medium,high,93.68
2024-05-18,Barley,Northeast,Spring,1.05,medium,normal,stable,45.15,30.62,60.04,52.86,175.34,82,medium,low,265.69
2024-10-25,Cotton,South,Winter,6.63,medium,excellent,growth,72.29,44.63,47.12,58.92,946.11,128,medium,high,1093.7
2023-10-22,Cotton,Southeast,Autumn,2.25,medium,poor,recession,43.4,46.86,10.72,84.19,1157.49,88,high,low,3776.7
2025-06-03,Cotton,East,Summer,5.83,high,normal,growth,88.91,53.11,59.88,45.17,1308.86,99,high,medium,2741.15
2022-04-05,Maize,South,Spring,7.01,high,poor,recession,84.14,30.33,30.87,29.37,105.4,62,medium,low,145.88
2021-02-09,Cotton,Northeast,Winter,6.06,high,excellent,stable,46.19,81.23,22.44,45.71,1100.01,80,medium,high,2196.26
2023-08-27,Barley,Northwest,Winter,5.24,medium,poor,stable,34.68,80.78,51.86,80.89,161.44,47,medium,low,619.64
2021-11-16,Soybean,West,Spring,6.94,low,excellent,stable,87.49,81.03,67.48,52.86,182.71,41,high,low,177.53
2021-09-14,Potato,East,Summer,7.37,high,excellent,recession,73.35,46.9,33.87,68.03,161.67,61,low,high,145.35
2025-06-05,Cotton,East,Autumn,4.55,high,poor,growth,76.0,75.07,21.69,26.89,1072.04,69,low,high,5053.82
2021-02-17,Cotton,North,Spring,6.19,high,excellent,growth,38.94,52.32,70.92,86.1,948.66,108,high,medium,2542.4
2020-06-18,Tomato,Central,Spring,2.63,medium,normal,growth,44.34,59.63,50.83,28.58,148.94,114,low,high,245.57
2025-11-04,Tomato,Northwest,Summer,5.34,high,excellent,stable,65.84,89.24,53.97,85.03,88.63,157,medium,medium,380.65
2023-08-31,Coffee,North,Spring,4.56,medium,excellent,recession,43.59,71.98,12.07,68.34,1321.47,109,medium,medium,2133.84
2025-10-13,Sugarcane,Southeast,Autumn,5.82,high,excellent,recession,58.62,88.64,33.43,88.78,16.62,140,high,low,74.41
2023-01-10,Coffee,Central,Summer,6.75,high,normal,growth,77.38,78.01,16.63,77.57,1017.55,70,high,high,5375.71
2021-05-28,Wheat,Southwest,Autumn,1.18,medium,excellent,recession,43.06,58.76,61.95,35.3,89.13,115,high,medium,267.8
2022-10-14,Coffee,Northwest,Summer,4.93,medium,normal,growth,76.94,88.55,48.09,49.18,1825.43,67,low,low,3230.94
2025-02-24,Potato,East,Winter,7.79,low,excellent,stable,37.75,64.69,65.47,57.33,151.38,135,high,high,144.71
2025-09-18,Maize,Northwest,Spring,3.44,high,excellent,stable,89.54,68.19,71.1,76.54,125.23,149,low,low,219.39
2020-05-22,Tea,West,Autumn,6.89,high,normal,stable,47.23,68.23,51.34,63.57,1152.95,136,medium,low,3513.32
2020-05-29,Cotton,South,Autumn,5.21,high,excellent,growth,88.35,87.24,25.9,41.34,572.46,128,low,high,2684.46
2024-06-03,Sugarcane,Southwest,Winter,3.79,low,excellent,growth,80.08,84.95,26.55,38.61,20.52,128,high,high,33.55
2025-10-14,Tomato,Northwest,Summer,5.53,medium,normal,growth,77.16,64.98,28.04,35.96,60.9,95,low,low,223.57
2021-12-14,Tea,Northeast,Spring,6.47,high,normal,growth,80.83,76.1,15.21,73.36,968.65,112,medium,low,5438.09
2022-01-01,Tea,Central,Autumn,4.33,low,excellent,growth,78.97,70.77,20.73,35.83,1328.51,88,high,high,1782.53
2021-08-15,Rice,Southwest,Summer,1.87,high,poor,recession,47.26,73.72,26.9,78.48,213.9,131,high,high,2068.71
2025-02-14,Soybean,Northwest,Winter,5.97,high,poor,recession,61.01,30.44,74.56,24.62,346.19,82,medium,medium,411.53
2023-04-12,Barley,Southwest,Spring,1.2,low,excellent,recession,76.26,62.08,45.4,25.09,92.26,70,low,low,96.13
2020-11-04,Barley,South,Autumn,4.7,low,poor,recession,51.2,33.6,57.75,39.49,72.05,69,low,high,127.58
2021-11-04,Cotton,East,Summer,5.66,low,poor,recession,59.14,30.72,17.76,68.94,597.3,131,high,high,1501.39
2024-02-15,Tea,South,Autumn,1.62,low,excellent,growth,75.59,61.47,31.46,48.43,932.12,75,low,low,2578.4
2020-04-18,Wheat,East,Summer,5.64,low,excellent,growth,51.95,72.84,53.97,65.59,174.11,139,medium,low,207.17
2024-02-18,Rice,East,Autumn,3.73,high,poor,recession,37.17,76.77,63.28,37.24,292.54,55,high,medium,827.92
2020-01-18,Tea,Northeast,Winter,5.12,high,excellent,growth,58.72,31.05,36.79,64.85,1034.62,33,low,high,3279.25
2024-07-03,Rice,South,Winter,6.02,medium,normal,recession,62.81,61.98,13.06,87.01,305.64,74,medium,medium,349.1
2022-06-03,Barley,Central,Summer,5.78,high,normal,recession,35.94,42.47,22.87,56.37,88.86,125,low,medium,301.78
2025-11-13,Potato,Central,Winter,1.12,high,poor,recession,74.64,41.33,67.74,44.85,140.79,149,high,low,695.53
2022-03-01,Tomato,Northwest,Spring,1.08,low,normal,recession,89.26,66.72,39.59,26.76,129.91,166,low,low,101.95
2021-09-19,Wheat,North,Summer,1.5,high,excellent,growth,88.33,33.6,69.97,73.77,121.98,163,low,high,503.97
2020-02-09,Soybean,South,Summer,1.13,low,poor,recession,30.37,42.24,44.57,52.05,266.69,127,high,high,755.58
2021-03-07,Wheat,Northeast,Summer,2.12,low,normal,growth,78.0,49.96,30.08,73.5,191.77,49,high,low,231.28
2025-07-29,Tea,Northeast,Summer,7.4,high,normal,stable,38.25,60.19,16.5,87.27,1222.84,71,medium,low,6058.01
2022-12-11,Wheat,East,Spring,7.77,low,poor,recession,71.86,37.26,44.01,77.16,146.56,141,medium,high,161.98
2020-09-16,Soybean,East,Summer,1.93,low,normal,stable,40.31,81.85,46.89,69.41,218.94,36,low,high,631.33
2021-02-25,Sugarcane,Northwest,Spring,3.31,low,normal,stable,70.49,40.35,18.52,74.85,36.1,167,medium,high,43.73
2022-03-08,Coffee,North,Summer,5.68,medium,poor,stable,39.49,44.44,73.78,40.21,1773.58,78,high,medium,3687.58
2024-11-16,Maize,Southeast,Winter,7.4,low,poor,recession,32.6,76.22,21.86,35.07,105.98,73,low,high,155.44
2020-02-07,Soybean,South,Winter,5.03,high,normal,recession,49.55,64.52,21.95,21.56,263.53,35,medium,high,710.22
2022-11-30,Cotton,West,Spring,5.55,high,excellent,stable,83.85,57.57,10.59,64.15,1147.62,49,low,high,1961.44
2021-05-23,Wheat,Northwest,Autumn,4.65,medium,poor,growth,71.36,49.42,20.42,66.52,105.65,96,high,medium,448.65
2022-02-17,Tomato,Central,Winter,4.34,medium,normal,recession,65.91,31.77,79.28,70.14,102.54,89,medium,high,125.05
2021-12-06,Sugarcane,Northwest,Winter,2.34,low,excellent,recession,34.81,70.33,32.19,36.06,24.5,173,high,high,24.73
2021-12-22,Wheat,Northwest,Winter,5.52,medium,excellent,stable,81.8,43.13,54.57,27.08,143.49,40,medium,high,133.32
2025-06-15,Cotton,Northeast,Spring,5.09,low,normal,recession,42.97,53.5,67.9,30.39,931.06,143,low,medium,806.84
2021-01-01,Coffee,Northwest,Summer,6.08,high,poor,growth,79.61,42.23,25.28,73.1,1691.63,77,high,low,6272.18
2021-08-23,Tomato,West,Summer,1.42,low,normal,recession,49.35,53.91,68.03,49.53,152.59,53,low,low,158.5
2025-01-27,Soybean,North,Winter,1.47,low,normal,growth,64.39,51.7,34.56,68.14,239.32,37,low,high,501.87
2020-07-24,Wheat,Northeast,Spring,6.26,low,normal,recession,53.89,39.05,42.29,86.57,175.19,132,medium,low,99.75
2025-09-07,Tea,Northwest,Autumn,7.49,medium,poor,growth,37.42,45.24,28.36,59.97,1516.1,52,medium,low,4317.77
2021-08-29,Sugarcane,Central,Autumn,1.56,medium,excellent,stable,67.75,35.94,52.45,55.49,27.34,160,high,medium,48.33
2022-07-14,Tea,South,Summer,4.02,medium,poor,stable,54.67,65.79,52.44,21.05,1087.84,36,medium,high,3650.01
2021-01-21,Tomato,South,Summer,2.66,high,excellent,growth,70.68,64.6,63.03,71.84,145.32,60,high,low,321.0
2023-07-16,Rice,Central,Autumn,6.82,high,normal,stable,44.26,57.67,23.6,83.97,201.56,132,medium,medium,737.83
2020-05-01,Rice,Northeast,Summer,2.49,medium,excellent,stable,71.52,44.68,76.05,45.73,252.93,37,low,medium,245.5
2023-12-20,Coffee,East,Spring,7.28,medium,normal,stable,77.28,80.91,17.13,84.68,1530.38,114,low,medium,2594.83
2022-12-23,Wheat,East,Summer,7.08,high,poor,growth,71.07,42.11,52.67,26.37,161.97,31,medium,high,286.03
2022-09-29,Barley,Central,Winter,7.85,high,poor,stable,84.07,83.61,65.22,68.44,138.06,147,high,low,340.16
2021-07-21,Barley,East,Spring,1.74,high,normal,growth,84.03,82.87,62.35,84.91,126.84,180,high,high,737.57
2023-11-25,Tomato,Central,Winter,4.25,low,normal,growth,68.48,52.38,54.54,70.41,122.47,158,medium,low,174.21
2020-02-19,Maize,West,Summer,4.6,high,excellent,stable,48.01,68.63,73.59,20.48,73.39,150,high,high,213.95
2023-08-09,Maize,Central,Spring,5.08,high,poor,growth,57.7,77.54,21.27,46.69,106.63,158,medium,high,844.83
2025-10-05,Barley,Southwest,Autumn,3.09,medium,normal,growth,52.28,34.69,23.86,43.48,153.55,103,medium,low,247.19
2022-01-14,Potato,West,Summer,1.45,medium,excellent,stable,63.43,66.68,70.59,77.34,132.81,118,low,high,402.37
2022-02-12,Coffee,South,Winter,1.96,high,normal,stable,39.36,88.14,57.13,22.98,920.97,72,low,medium,4741.26
2023-06-30,Cotton,West,Summer,6.63,medium,poor,stable,64.39,66.76,42.4,37.92,1070.46,70,low,low,1604.2
2020-10-12,Sugarcane,West,Summer,6.02,medium,poor,recession,52.26,60.3,68.78,30.41,28.63,97,high,low,37.54
2023-05-31,Cotton,Southeast,Summer,1.13,medium,excellent,stable,70.23,36.17,14.53,70.72,1116.31,75,medium,low,2495.98
2022-05-30,Maize,Southwest,Winter,7.26,low,poor,recession,61.18,61.8,59.49,42.64,63.69,123,medium,low,120.41
2022-06-21,Soybean,Central,Autumn,3.35,medium,excellent,recession,86.61,78.29,75.52,89.9,232.6,108,low,medium,319.93
2022-06-29,Maize,South,Spring,2.59,low,normal,stable,63.6,82.87,42.6,55.38,73.44,97,high,medium,163.77
2024-07-09,Coffee,Northeast,Winter,3.46,high,normal,recession,83.24,33.56,78.05,20.58,1931.99,50,high,high,1423.31
2021-05-16,Soybean,East,Autumn,4.84,medium,poor,growth,72.15,41.23,55.79,81.74,166.38,58,medium,low,875.72
2023-04-18,Coffee,South,Spring,2.13,medium,normal,stable,36.64,70.7,24.97,66.69,1827.41,74,medium,high,3642.84
2025-07-18,Soybean,East,Winter,5.56,low,normal,stable,37.16,64.41,37.55,44.04,206.67,82,medium,low,412.62
2020-01-07,Coffee,Southwest,Winter,1.94,medium,excellent,growth,58.56,49.09,78.46,88.46,1149.42,60,medium,low,4289.39
2022-05-13,Wheat,Northwest,Autumn,3.46,low,normal,stable,65.96,58.76,24.92,66.23,116.77,49,high,low,198.87
2022-10-04,Potato,East,Summer,5.9,low,normal,stable,70.07,60.53,59.33,52.27,107.42,172,low,medium,223.73
2022-07-20,Barley,South,Spring,2.27,high,excellent,recession,44.76,33.79,59.8,45.72,76.29,65,medium,medium,161.85
2022-04-14,Barley,Northwest,Winter,4.17,low,normal,recession,44.85,39.1,42.09,81.97,86.72,42,high,low,167.51
2020-03-23,Tea,Southeast,Spring,4.98,medium,normal,growth,87.7,68.23,40.8,70.15,2136.87,129,low,high,4060.02
2024-05-31,Sugarcane,Southeast,Summer,4.6,high,normal,stable,79.8,87.12,45.09,62.35,30.24,56,low,low,70.62
2020-09-16,Potato,North,Winter,6.47,medium,poor,stable,79.38,31.63,61.34,74.87,195.06,49,medium,medium,368.5
2021-08-16,Cotton,North,Spring,7.54,low,poor,stable,43.77,64.75,66.3,72.67,1097.0,30,low,high,2342.61
2024-09-29,Rice,Southeast,Spring,1.13,low,normal,recession,73.43,76.39,60.6,73.61,206.18,77,medium,low,455.03
2020-07-05,Coffee,Southwest,Winter,7.36,high,poor,growth,78.87,63.82,46.9,43.01,1063.6,64,low,low,3805.9
2023-03-01,Tomato,Southeast,Spring,4.59,medium,excellent,growth,64.67,44.67,74.58,59.01,112.65,170,medium,low,133.27
2021-05-24,Wheat,Northwest,Winter,7.18,medium,excellent,growth,49.02,68.55,52.52,60.91,140.71,145,high,medium,217.45
2023-05-03,Wheat,North,Spring,2.27,medium,poor,stable,46.84,61.45,65.25,50.24,100.49,99,low,medium,525.98
2023-01-04,Wheat,Northwest,Summer,3.96,medium,poor,recession,37.52,70.47,24.53,55.63,113.27,166,medium,low,484.68
2025-08-11,Coffee,Northeast,Summer,7.52,high,excellent,stable,43.7,55.2,77.16,42.31,1555.74,99,medium,medium,2148.5
2021-12-14,Potato,Southeast,Summer,5.39,medium,excellent,growth,84.96,57.15,53.83,62.62,152.26,158,low,high,227.21
2025-06-15,Wheat,Northeast,Autumn,5.3,medium,normal,growth,45.56,52.68,40.96,80.48,118.54,150,high,high,368.56
2025-04-28,Tomato,West,Winter,2.77,medium,normal,recession,68.91,75.74,42.35,43.46,151.03,150,medium,high,164.98
2024-07-21,Rice,North,Autumn,1.95,high,poor,growth,73.24,71.41,58.32,85.48,265.64,99,high,high,1970.99
2023-09-09,Rice,Northeast,Spring,3.74,medium,poor,growth,31.85,84.81,15.15,68.99,266.03,44,low,medium,1100.89
2020-02-16,Wheat,East,Autumn,6.91,high,excellent,stable,63.2,73.52,31.19,72.19,117.93,128,medium,high,254.65
2024-02-19,Coffee,Southeast,Summer,6.43,medium,normal,growth,74.93,42.64,20.1,41.28,1354.69,149,medium,low,1653.43
2023-04-24,Cotton,South,Summer,4.77,low,poor,recession,55.75,69.79,39.93,86.24,774.87,158,medium,low,3005.77
2021-02-09,Maize,East,Winter,2.97,medium,excellent,stable,54.7,51.93,22.07,53.41,98.67,56,high,low,208.25
2023-03-06,Soybean,Northeast,Autumn,2.25,low,excellent,stable,56.99,55.31,19.2,29.18,280.69,89,medium,medium,246.59
2025-01-09,Barley,Northeast,Summer,1.61,medium,excellent,recession,37.07,33.11,47.26,63.59,110.39,150,medium,high,212.59
2021-11-25,Cotton,North,Winter,6.59,high,normal,growth,71.2,89.15,19.65,24.08,787.32,122,medium,medium,2738.98
2021-06-13,Potato,Central,Autumn,3.23,high,excellent,recession,44.75,39.14,32.43,63.08,235.74,114,low,low,248.09
2024-03-07,Cotton,Southwest,Autumn,4.91,medium,normal,growth,61.96,32.12,68.81,23.14,1355.61,43,low,high,1251.47
2024-10-13,Cotton,East,Summer,4.16,medium,excellent,growth,89.7,48.3,28.86,28.26,1077.43,74,high,medium,1341.77
2025-10-09,Tea,Southeast,Autumn,1.62,low,poor,growth,75.96,85.15,75.23,27.55,1737.39,131,medium,medium,4412.16
2020-04-28,Coffee,North,Summer,6.7,low,poor,growth,62.27,82.32,66.12,39.36,1537.63,162,medium,medium,2252.14
2020-09-12,Potato,North,Spring,1.05,high,normal,recession,53.76,44.28,75.6,48.38,188.11,117,high,high,376.29
2021-11-18,Maize,Central,Summer,6.15,medium,excellent,growth,47.35,71.16,48.43,61.82,60.08,111,medium,medium,181.77
2022-02-08,Tomato,Northeast,Spring,2.81,high,poor,growth,85.84,47.4,40.66,33.07,73.86,153,medium,high,348.93
2021-06-04,Cotton,East,Autumn,7.43,medium,poor,stable,49.57,49.4,49.49,44.97,1359.37,63,high,medium,1800.83
2021-09-27,Wheat,Central,Spring,3.64,high,normal,recession,59.43,62.0,64.74,59.47,104.89,35,medium,low,284.34
2021-08-09,Soybean,Southeast,Spring,4.63,low,excellent,growth,30.73,76.85,23.86,70.96,138.57,157,high,medium,662.75
2025-11-18,Potato,East,Summer,6.57,high,normal,stable,31.38,44.15,28.78,31.03,162.16,78,high,low,391.6
2023-04-09,Tomato,North,Autumn,2.55,low,excellent,growth,54.52,37.44,63.38,43.18,135.2,46,medium,low,118.71
2022-06-25,Wheat,West,Summer,3.6,high,excellent,recession,89.33,40.27,10.11,61.64,194.12,45,high,medium,208.5
2021-07-15,Soybean,South,Autumn,4.78,low,normal,growth,84.57,30.39,21.68,77.02,336.13,140,low,high,479.22
2021-05-06,Tea,North,Summer,5.95,low,poor,stable,89.49,35.41,48.2,67.95,1953.97,171,high,low,2595.3
2023-07-07,Tea,South,Spring,3.54,high,poor,stable,70.3,42.81,66.7,35.38,915.1,154,high,high,4255.9
2022-08-24,Potato,Northwest,Winter,4.56,medium,poor,stable,73.59,50.98,62.42,50.69,115.76,117,medium,medium,388.24
2020-12-10,Cotton,Northeast,Autumn,3.7,medium,excellent,recession,84.77,62.42,34.39,44.43,658.29,83,medium,high,886.3
2021-03-10,Coffee,Northeast,Autumn,5.16,low,normal,growth,64.93,78.0,24.08,40.36,871.55,58,low,low,2382.61
2021-02-24,Sugarcane,West,Autumn,7.75,medium,poor,recession,69.18,76.97,32.79,30.12,21.42,42,high,high,33.62
2020-08-04,Barley,West,Summer,2.8,high,poor,recession,64.99,50.49,70.02,89.2,103.76,123,high,high,386.53
2023-03-15,Soybean,Southwest,Autumn,2.36,medium,excellent,recession,85.08,41.97,61.59,44.33,217.59,148,low,low,249.99
2020-11-25,Soybean,North,Winter,4.19,low,normal,recession,81.87,38.42,13.82,48.14,147.51,128,medium,medium,259.17
2023-07-29,Cotton,South,Autumn,6.98,medium,excellent,stable,74.63,84.98,62.38,85.53,713.8,141,low,low,1386.93
2024-12-03,Soybean,Southwest,Summer,4.5,high,normal,growth,89.64,70.89,71.5,22.13,331.15,64,medium,high,410.14
2022-10-13,Potato,West,Spring,1.18,low,excellent,stable,45.6,84.95,56.77,84.36,156.92,43,medium,high,435.34
2023-01-27,Potato,East,Autumn,7.56,low,excellent,recession,57.78,42.26,20.6,89.57,140.08,70,low,high,120.38
2024-07-26,Tomato,West,Winter,4.74,medium,poor,recession,67.95,85.34,45.9,78.68,92.38,125,high,low,424.89
2023-01-18,Soybean,Southwest,Spring,7.84,high,excellent,growth,34.73,73.49,56.24,33.42,222.49,180,medium,high,422.56
2023-05-07,Rice,Southeast,Autumn,5.09,high,excellent,recession,89.62,63.58,48.17,22.82,147.84,179,medium,medium,225.5
